,Year,Rk,Team,W,L,MOV,ORtg,DRtg,NRtg,FTr,3PAr,TS%,eFG%,TOV%,ORB%,DRB%,FT/FGA,Won Championship,Rounds Played
305,2004,10.0,Houston Rockets,45.0,37.0,1.73,100.9,99.0,1.9,0.286,0.227,0.528,0.484,16.4,26.5,74.5,0.221,0,1
306,2004,11.0,Denver Nuggets,43.0,39.0,1.07,103.9,102.7,1.2,0.319,0.146,0.517,0.467,14.2,30.5,69.3,0.245,0,1
307,2004,12.0,Milwaukee Bucks,41.0,41.0,1.06,106.5,105.4,1.1,0.33,0.172,0.528,0.477,12.7,27.6,71.8,0.255,0,1
308,2004,13.0,Miami Heat,42.0,40.0,0.52,102.2,101.7,0.5,0.298,0.211,0.51,0.463,13.5,27.4,73.4,0.227,0,2
309,2004,14.0,New Orleans Hornets,41.0,41.0,-0.1,102.3,102.4,-0.1,0.293,0.252,0.505,0.46,14.1,30.6,71.3,0.22,0,1
310,2004,15.0,Seattle SuperSonics,37.0,45.0,-0.63,107.3,108.0,-0.7,0.27,0.294,0.54,0.501,13.9,27.2,68.5,0.207,0,0
311,2004,16.0,Golden State Warriors,37.0,45.0,-0.73,103.0,103.8,-0.8,0.311,0.197,0.517,0.475,14.1,28.4,72.1,0.226,0,0
312,2004,17.0,Portland Trail Blazers,41.0,41.0,-1.27,103.7,105.1,-1.4,0.267,0.17,0.515,0.478,14.4,31.2,70.0,0.195,0,0
313,2004,18.0,Utah Jazz,42.0,40.0,-1.22,101.9,103.3,-1.4,0.356,0.127,0.509,0.456,16.1,34.1,72.4,0.266,0,0
314,2004,19.0,Boston Celtics,36.0,46.0,-1.45,102.1,103.7,-1.6,0.327,0.249,0.532,0.486,15.4,25.2,69.5,0.245,0,1
315,2004,20.0,New York Knicks,39.0,43.0,-1.48,101.7,103.3,-1.6,0.266,0.171,0.518,0.474,15.1,28.0,72.8,0.211,0,1
316,2004,21.0,Philadelphia 76ers,33.0,49.0,-2.49,99.1,101.9,-2.8,0.321,0.158,0.505,0.456,15.5,28.2,70.7,0.242,0,0
317,2004,22.0,Cleveland Cavaliers,35.0,47.0,-2.62,101.4,104.2,-2.8,0.301,0.116,0.498,0.451,13.7,31.1,73.0,0.226,0,0
318,2004,23.0,Toronto Raptors,33.0,49.0,-3.01,97.0,100.4,-3.4,0.26,0.204,0.495,0.454,14.1,23.8,70.1,0.195,0,0
319,2004,24.0,Phoenix Suns,29.0,53.0,-3.74,101.4,105.5,-4.1,0.28,0.18,0.515,0.475,14.3,26.6,69.9,0.209,0,0
320,2004,25.0,Los Angeles Clippers,28.0,54.0,-4.59,103.5,108.5,-5.0,0.35,0.156,0.512,0.453,15.0,32.8,70.0,0.275,0,0
321,2004,26.0,Atlanta Hawks,28.0,54.0,-4.65,101.0,106.1,-5.1,0.303,0.191,0.514,0.465,15.4,28.6,70.5,0.235,0,0
322,2004,27.0,Washington Wizards,25.0,57.0,-5.63,98.8,104.8,-6.0,0.337,0.194,0.5,0.454,16.0,30.7,69.5,0.241,0,0
323,2004,28.0,Chicago Bulls,23.0,59.0,-6.35,96.6,103.4,-6.8,0.272,0.186,0.486,0.446,14.9,28.1,71.4,0.197,0,0
324,2004,29.0,Orlando Magic,21.0,61.0,-7.02,102.7,110.4,-7.7,0.296,0.184,0.504,0.461,12.8,28.1,68.7,0.218,0,0
326,2005,1.0,San Antonio Spurs,59.0,23.0,7.8,107.5,98.8,8.7,0.329,0.216,0.534,0.492,13.2,29.1,73.6,0.238,1,4
327,2005,2.0,Phoenix Suns,62.0,20.0,7.12,114.5,107.1,7.4,0.296,0.289,0.571,0.534,12.4,27.5,68.3,0.222,0,3
328,2005,3.0,Miami Heat,59.0,23.0,6.52,110.2,103.1,7.1,0.387,0.198,0.559,0.524,13.1,27.0,74.1,0.26,0,3
329,2005,4.0,Dallas Mavericks,58.0,24.0,5.74,110.3,104.1,6.2,0.346,0.19,0.545,0.492,12.5,28.6,70.2,0.273,0,2
330,2005,5.0,Houston Rockets,51.0,31.0,4.04,106.2,101.7,4.5,0.309,0.237,0.534,0.486,13.5,26.3,74.5,0.242,0,1
331,2005,6.0,Detroit Pistons,54.0,28.0,3.87,105.6,101.2,4.4,0.335,0.164,0.519,0.472,13.3,31.2,73.0,0.247,0,4
332,2005,7.0,Seattle SuperSonics,52.0,30.0,2.29,112.2,109.6,2.6,0.328,0.281,0.546,0.495,13.0,32.4,71.3,0.259,0,2
333,2005,8.0,Memphis Grizzlies,45.0,37.0,2.29,105.5,102.9,2.6,0.323,0.237,0.535,0.489,14.3,27.1,69.9,0.243,0,1
334,2005,9.0,Sacramento Kings,50.0,32.0,2.16,110.5,108.2,2.3,0.287,0.2,0.541,0.496,12.0,28.8,69.0,0.226,0,1
335,2005,10.0,Denver Nuggets,49.0,33.0,2.02,106.0,103.9,2.1,0.35,0.142,0.535,0.483,13.8,28.4,71.7,0.267,0,1
336,2005,11.0,Minnesota Timberwolves,44.0,38.0,1.45,108.2,106.6,1.6,0.275,0.173,0.534,0.489,12.7,28.6,71.4,0.219,0,0
337,2005,12.0,Chicago Bulls,47.0,35.0,1.06,101.4,100.3,1.1,0.311,0.217,0.517,0.471,15.5,28.4,72.6,0.233,0,1
338,2005,13.0,Boston Celtics,45.0,37.0,0.87,107.5,106.6,0.9,0.357,0.192,0.551,0.501,14.7,27.2,70.1,0.273,0,1
339,2005,14.0,Cleveland Cavaliers,42.0,40.0,0.79,106.6,105.7,0.9,0.325,0.135,0.518,0.47,13.0,32.5,71.5,0.244,0,0
340,2005,15.0,Indiana Pacers,44.0,38.0,0.76,105.5,104.6,0.9,0.358,0.255,0.534,0.476,14.1,26.4,71.3,0.283,0,2
341,2005,16.0,Washington Wizards,45.0,37.0,-0.33,107.2,107.5,-0.3,0.364,0.22,0.523,0.474,12.9,31.1,70.0,0.264,0,2
342,2005,17.0,Philadelphia 76ers,43.0,39.0,-0.74,103.5,104.3,-0.8,0.326,0.216,0.528,0.475,14.2,25.4,72.7,0.257,0,1
343,2005,18.0,Los Angeles Clippers,37.0,45.0,-0.77,105.5,106.4,-0.9,0.357,0.105,0.533,0.477,14.9,30.3,71.3,0.278,0,0
344,2005,19.0,New Jersey Nets,42.0,40.0,-1.5,101.4,103.1,-1.7,0.318,0.187,0.512,0.463,13.7,25.5,73.2,0.242,0,1
345,2005,20.0,Toronto Raptors,33.0,49.0,-1.62,106.9,108.7,-1.8,0.316,0.253,0.539,0.492,12.5,23.7,71.1,0.244,0,0
346,2005,21.0,Golden State Warriors,34.0,48.0,-2.16,104.7,106.9,-2.2,0.278,0.252,0.512,0.475,12.3,27.8,69.7,0.201,0,0
347,2005,22.0,Orlando Magic,36.0,46.0,-2.24,104.9,107.3,-2.4,0.35,0.137,0.529,0.478,14.6,29.9,71.3,0.265,0,0
348,2005,23.0,New York Knicks,33.0,49.0,-2.44,106.2,108.9,-2.7,0.312,0.188,0.531,0.485,13.8,28.3,71.2,0.239,0,0
349,2005,24.0,Milwaukee Bucks,30.0,52.0,-2.99,106.6,109.8,-3.2,0.339,0.141,0.527,0.475,13.0,29.0,72.0,0.261,0,0
350,2005,25.0,Los Angeles Lakers,34.0,48.0,-2.96,108.1,111.4,-3.3,0.322,0.273,0.535,0.485,13.4,29.5,71.1,0.251,0,0
351,2005,26.0,Portland Trail Blazers,27.0,55.0,-4.0,103.2,107.7,-4.5,0.303,0.181,0.524,0.484,15.2,29.6,67.7,0.219,0,0
352,2005,27.0,Utah Jazz,26.0,56.0,-4.27,104.7,109.5,-4.8,0.361,0.121,0.522,0.469,15.0,31.9,72.3,0.273,0,0
353,2005,28.0,Charlotte Bobcats,18.0,64.0,-5.99,101.1,107.5,-6.4,0.306,0.128,0.497,0.455,13.3,29.5,70.9,0.217,0,0
354,2005,29.0,New Orleans Hornets,18.0,64.0,-7.07,99.7,107.7,-8.0,0.279,0.201,0.493,0.446,14.2,29.1,70.7,0.214,0,0
355,2005,30.0,Atlanta Hawks,13.0,69.0,-9.71,100.6,111.1,-10.5,0.299,0.146,0.504,0.464,14.9,30.7,72.1,0.212,0,0
357,2006,1.0,San Antonio Spurs,63.0,19.0,6.82,107.3,99.6,7.7,0.298,0.215,0.546,0.513,13.6,26.0,74.2,0.209,0,2
358,2006,2.0,Detroit Pistons,64.0,18.0,6.67,110.8,103.1,7.7,0.297,0.221,0.535,0.497,11.2,28.9,71.2,0.216,0,3
359,2006,3.0,Dallas Mavericks,60.0,22.0,6.07,111.8,105.0,6.8,0.364,0.175,0.55,0.495,13.1,31.8,72.2,0.285,0,4
360,2006,4.0,Phoenix Suns,54.0,28.0,5.55,111.5,105.8,5.7,0.206,0.293,0.568,0.537,12.2,22.1,72.1,0.166,0,3
361,2006,5.0,Memphis Grizzlies,49.0,33.0,3.7,105.9,101.6,4.3,0.339,0.258,0.537,0.496,13.9,25.8,72.0,0.241,0,1
362,2006,6.0,Miami Heat,52.0,30.0,3.87,108.7,104.5,4.2,0.363,0.227,0.556,0.517,13.9,26.7,76.4,0.254,1,4
363,2006,7.0,Los Angeles Lakers,45.0,37.0,2.5,108.4,105.7,2.7,0.329,0.24,0.539,0.495,13.1,28.8,73.6,0.245,0,1
364,2006,8.0,Cleveland Cavaliers,50.0,32.0,2.23,107.8,105.4,2.4,0.362,0.228,0.538,0.492,13.3,28.4,75.7,0.263,0,2
365,2006,9.0,Indiana Pacers,41.0,41.0,1.89,104.5,102.4,2.1,0.344,0.245,0.533,0.487,14.8,27.1,72.6,0.254,0,1
366,2006,10.0,Washington Wizards,42.0,40.0,1.85,109.3,107.3,2.0,0.375,0.209,0.538,0.484,12.8,29.5,70.9,0.284,0,1
367,2006,11.0,Sacramento Kings,44.0,38.0,1.54,106.7,105.0,1.7,0.334,0.217,0.544,0.492,13.9,25.4,72.2,0.262,0,1
368,2006,12.0,Los Angeles Clippers,47.0,35.0,1.57,105.3,103.6,1.7,0.332,0.131,0.54,0.487,13.8,25.4,75.9,0.263,0,2
369,2006,13.0,New Jersey Nets,49.0,33.0,1.37,103.9,102.4,1.5,0.346,0.229,0.528,0.478,13.3,24.0,76.3,0.262,0,2
370,2006,14.0,Chicago Bulls,41.0,41.0,0.63,104.0,103.4,0.6,0.292,0.219,0.527,0.487,13.9,26.3,74.7,0.216,0,1
371,2006,15.0,Denver Nuggets,44.0,38.0,0.23,105.5,105.2,0.3,0.347,0.161,0.535,0.488,13.7,26.8,72.0,0.258,0,1
372,2006,16.0,Milwaukee Bucks,40.0,42.0,-1.04,106.3,107.4,-1.1,0.322,0.203,0.535,0.492,13.8,27.3,74.6,0.238,0,1
373,2006,17.0,Orlando Magic,36.0,46.0,-1.07,106.3,107.5,-1.2,0.369,0.129,0.543,0.496,14.7,28.5,72.5,0.27,0,0
374,2006,18.0,Golden State Warriors,34.0,48.0,-1.35,104.8,106.2,-1.4,0.323,0.27,0.521,0.479,13.0,26.9,71.6,0.232,0,0
375,2006,19.0,Houston Rockets,34.0,48.0,-1.59,101.6,103.3,-1.7,0.317,0.226,0.519,0.471,14.3,25.5,74.6,0.24,0,0
376,2006,20.0,Boston Celtics,33.0,49.0,-1.54,105.2,106.9,-1.7,0.349,0.204,0.551,0.504,15.7,25.5,72.8,0.263,0,0
377,2006,21.0,Minnesota Timberwolves,33.0,49.0,-1.88,102.4,104.5,-2.1,0.299,0.149,0.524,0.48,14.2,25.2,71.3,0.226,0,0
378,2006,22.0,Philadelphia 76ers,38.0,44.0,-1.95,106.0,108.1,-2.1,0.356,0.158,0.538,0.487,13.3,25.6,71.3,0.27,0,0
379,2006,23.0,Utah Jazz,41.0,41.0,-2.63,104.1,107.0,-2.9,0.397,0.149,0.519,0.467,15.0,32.4,73.2,0.286,0,0
380,2006,24.0,New Orleans/Oklahoma City Hornets,38.0,44.0,-2.82,103.7,106.8,-3.1,0.339,0.138,0.515,0.464,12.9,26.9,73.4,0.257,0,0
381,2006,25.0,Toronto Raptors,27.0,55.0,-2.99,109.5,112.7,-3.2,0.315,0.244,0.548,0.5,12.4,25.4,73.3,0.249,0,0
382,2006,26.0,Seattle SuperSonics,35.0,47.0,-3.02,111.1,114.4,-3.3,0.314,0.243,0.551,0.504,13.7,30.4,69.0,0.246,0,0
383,2006,27.0,Charlotte Bobcats,26.0,56.0,-4.0,102.5,106.7,-4.2,0.319,0.184,0.509,0.464,13.0,27.1,70.7,0.233,0,0
384,2006,28.0,Atlanta Hawks,26.0,56.0,-4.76,106.4,111.6,-5.2,0.34,0.178,0.534,0.486,14.7,31.4,69.5,0.255,0,0
385,2006,29.0,New York Knicks,23.0,59.0,-6.4,104.0,111.0,-7.0,0.417,0.142,0.534,0.481,16.5,31.2,72.8,0.303,0,0
386,2006,30.0,Portland Trail Blazers,21.0,61.0,-9.45,101.1,111.9,-10.8,0.31,0.166,0.511,0.474,14.5,26.6,68.2,0.214,0,0
388,2007,1.0,San Antonio Spurs,58.0,24.0,8.43,109.2,99.9,9.3,0.313,0.247,0.561,0.521,13.6,24.2,75.7,0.235,1,4
389,2007,2.0,Dallas Mavericks,67.0,15.0,7.22,111.3,103.2,8.1,0.317,0.218,0.559,0.509,13.4,28.7,75.0,0.256,0,1
390,2007,3.0,Phoenix Suns,61.0,21.0,7.3,113.9,106.4,7.5,0.267,0.287,0.59,0.551,13.4,22.7,71.9,0.215,0,2
391,2007,4.0,Chicago Bulls,49.0,33.0,5.01,104.9,99.6,5.3,0.313,0.186,0.534,0.493,14.7,28.6,74.3,0.229,0,2
392,2007,5.0,Houston Rockets,52.0,30.0,4.85,106.0,100.7,5.3,0.292,0.29,0.54,0.499,13.6,25.7,77.0,0.22,0,1
393,2007,6.0,Detroit Pistons,53.0,29.0,4.16,108.9,104.2,4.7,0.307,0.201,0.535,0.488,12.0,28.3,70.9,0.237,0,3
394,2007,7.0,Cleveland Cavaliers,50.0,32.0,3.83,105.5,101.3,4.2,0.32,0.211,0.522,0.484,13.4,29.7,75.8,0.223,0,4
395,2007,8.0,Utah Jazz,51.0,31.0,2.87,110.1,107.0,3.1,0.38,0.163,0.551,0.502,14.5,31.7,75.1,0.283,0,3
396,2007,9.0,Denver Nuggets,45.0,37.0,1.62,107.6,105.9,1.7,0.36,0.212,0.548,0.501,14.6,28.9,71.8,0.268,0,1
397,2007,10.0,Toronto Raptors,47.0,35.0,0.99,107.0,106.0,1.0,0.303,0.224,0.55,0.504,13.0,22.2,74.5,0.239,0,1
398,2007,11.0,Orlando Magic,40.0,42.0,0.78,104.9,104.1,0.8,0.393,0.158,0.544,0.5,16.3,29.3,73.7,0.276,0,1
399,2007,12.0,Los Angeles Lakers,42.0,40.0,-0.07,108.6,108.6,0.0,0.333,0.259,0.554,0.511,14.3,26.1,72.3,0.249,0,1
400,2007,13.0,Golden State Warriors,42.0,40.0,-0.34,107.0,107.4,-0.4,0.3,0.279,0.548,0.512,14.1,25.6,69.6,0.215,0,2
401,2007,14.0,Washington Wizards,41.0,41.0,-0.51,110.1,110.6,-0.5,0.356,0.237,0.542,0.491,12.6,28.1,71.0,0.272,0,0
402,2007,15.0,Los Angeles Clippers,40.0,42.0,-0.46,105.1,105.6,-0.5,0.355,0.143,0.537,0.481,14.5,27.2,74.7,0.28,0,0
403,2007,16.0,New Jersey Nets,41.0,41.0,-0.77,105.7,106.6,-0.9,0.338,0.263,0.546,0.504,14.2,24.6,74.4,0.245,0,2
404,2007,17.0,Miami Heat,44.0,38.0,-0.91,104.3,105.3,-1.0,0.321,0.245,0.541,0.506,14.3,24.9,73.3,0.222,0,1
405,2007,18.0,New Orleans/Oklahoma City Hornets,39.0,43.0,-1.57,104.8,106.5,-1.7,0.291,0.188,0.52,0.479,13.6,29.1,74.7,0.215,0,0
406,2007,19.0,Sacramento Kings,33.0,49.0,-1.8,106.2,108.0,-1.8,0.379,0.232,0.545,0.491,13.5,23.1,72.5,0.289,0,0
407,2007,20.0,Indiana Pacers,35.0,47.0,-2.44,102.9,105.5,-2.6,0.324,0.212,0.523,0.474,15.1,28.4,72.7,0.246,0,0
408,2007,21.0,Seattle SuperSonics,31.0,51.0,-2.89,107.2,110.3,-3.1,0.288,0.219,0.544,0.499,14.5,27.8,70.9,0.228,0,0
409,2007,22.0,New York Knicks,33.0,49.0,-2.85,105.7,108.8,-3.1,0.377,0.216,0.539,0.494,15.9,31.0,74.0,0.27,0,0
410,2007,23.0,Philadelphia 76ers,35.0,47.0,-3.02,103.6,106.9,-3.3,0.333,0.128,0.53,0.48,14.6,27.2,70.8,0.255,0,0
411,2007,24.0,Boston Celtics,24.0,58.0,-3.41,103.2,106.9,-3.7,0.337,0.199,0.53,0.479,15.4,27.0,73.8,0.259,0,0
412,2007,25.0,Minnesota Timberwolves,32.0,50.0,-3.67,103.9,107.9,-4.0,0.291,0.167,0.537,0.49,14.8,25.1,72.1,0.231,0,0
413,2007,26.0,Charlotte Bobcats,33.0,49.0,-3.74,103.6,107.6,-4.0,0.322,0.193,0.524,0.48,13.9,26.4,71.6,0.236,0,0
414,2007,27.0,Milwaukee Bucks,28.0,54.0,-4.38,107.0,111.7,-4.7,0.286,0.219,0.541,0.504,14.1,27.6,68.1,0.209,0,0
415,2007,28.0,Portland Trail Blazers,32.0,50.0,-4.29,105.1,109.9,-4.8,0.314,0.193,0.53,0.483,14.5,28.2,73.0,0.241,0,0
416,2007,29.0,Atlanta Hawks,30.0,52.0,-4.76,103.0,108.3,-5.3,0.346,0.163,0.523,0.471,15.1,29.2,70.9,0.263,0,0
417,2007,30.0,Memphis Grizzlies,22.0,60.0,-5.15,106.9,112.3,-5.4,0.374,0.211,0.555,0.504,15.2,25.9,71.1,0.285,0,0
419,2008,1.0,Boston Celtics,66.0,16.0,10.26,110.2,98.9,11.3,0.346,0.249,0.569,0.522,14.7,26.6,74.4,0.267,1,4
420,2008,2.0,Detroit Pistons,59.0,23.0,7.39,111.4,102.9,8.5,0.3,0.203,0.539,0.495,11.4,29.4,73.7,0.23,0,3
421,2008,3.0,Los Angeles Lakers,57.0,25.0,7.26,113.0,105.5,7.5,0.333,0.257,0.57,0.525,12.9,26.3,73.4,0.256,0,4
422,2008,4.0,Utah Jazz,54.0,28.0,6.88,113.8,106.5,7.3,0.349,0.166,0.573,0.528,13.6,29.5,74.1,0.265,0,2
423,2008,5.0,Orlando Magic,52.0,30.0,5.46,111.3,105.5,5.8,0.355,0.322,0.575,0.537,13.6,23.4,74.8,0.256,0,2
424,2008,6.0,New Orleans Hornets,56.0,26.0,5.28,111.5,105.7,5.8,0.251,0.239,0.548,0.512,11.4,27.0,75.4,0.193,0,2
425,2008,7.0,San Antonio Spurs,56.0,26.0,4.79,107.2,101.8,5.4,0.276,0.251,0.543,0.504,12.6,23.4,77.1,0.21,0,3
426,2008,8.0,Houston Rockets,55.0,27.0,4.68,106.8,101.6,5.2,0.276,0.255,0.528,0.492,13.0,29.1,74.8,0.2,0,1
427,2008,9.0,Phoenix Suns,55.0,27.0,5.05,113.3,108.1,5.2,0.292,0.26,0.59,0.551,13.4,22.4,70.9,0.228,0,1
428,2008,10.0,Dallas Mavericks,51.0,31.0,4.54,111.1,106.1,5.0,0.318,0.215,0.554,0.502,12.3,26.7,75.0,0.259,0,1
429,2008,11.0,Denver Nuggets,50.0,32.0,3.71,110.0,106.3,3.7,0.358,0.228,0.557,0.51,12.9,25.5,72.1,0.269,0,1
430,2008,12.0,Toronto Raptors,41.0,41.0,2.9,110.2,107.0,3.2,0.247,0.217,0.551,0.511,11.4,23.4,75.0,0.2,0,1
431,2008,13.0,Golden State Warriors,48.0,34.0,2.21,111.8,109.5,2.3,0.276,0.295,0.548,0.511,11.5,27.2,70.3,0.208,0,0
432,2008,14.0,Philadelphia 76ers,40.0,42.0,0.41,106.4,106.0,0.4,0.321,0.143,0.522,0.482,13.4,31.8,72.0,0.227,0,1
433,2008,15.0,Washington Wizards,43.0,39.0,-0.33,109.2,109.6,-0.4,0.297,0.241,0.535,0.489,12.5,28.9,72.8,0.233,0,1
434,2008,16.0,Cleveland Cavaliers,45.0,37.0,-0.35,106.0,106.4,-0.4,0.308,0.231,0.52,0.48,13.1,30.4,75.9,0.221,0,2
435,2008,17.0,Portland Trail Blazers,41.0,41.0,-0.98,107.3,108.4,-1.1,0.281,0.218,0.532,0.489,12.6,26.8,71.8,0.216,0,0
436,2008,18.0,Indiana Pacers,36.0,46.0,-1.4,106.0,107.5,-1.5,0.292,0.289,0.54,0.498,13.5,24.4,73.9,0.224,0,0
437,2008,19.0,Atlanta Hawks,37.0,45.0,-1.82,106.9,108.9,-2.0,0.34,0.165,0.535,0.483,14.0,29.7,71.7,0.263,0,1
438,2008,20.0,Sacramento Kings,38.0,44.0,-2.26,107.5,109.9,-2.4,0.346,0.208,0.556,0.503,14.8,25.2,71.7,0.276,0,0
439,2008,21.0,Chicago Bulls,33.0,49.0,-3.09,103.9,107.2,-3.3,0.296,0.19,0.515,0.47,13.4,28.9,73.1,0.223,0,0
440,2008,22.0,Charlotte Bobcats,32.0,50.0,-4.38,104.6,109.4,-4.8,0.323,0.22,0.532,0.492,13.9,25.6,71.0,0.23,0,0
441,2008,23.0,New Jersey Nets,34.0,48.0,-5.06,104.0,109.4,-5.4,0.347,0.222,0.528,0.481,14.2,26.6,73.8,0.255,0,0
442,2008,24.0,Memphis Grizzlies,22.0,60.0,-6.21,105.0,111.4,-6.4,0.311,0.264,0.539,0.5,14.0,23.8,73.4,0.225,0,0
443,2008,25.0,New York Knicks,23.0,59.0,-6.61,104.7,111.9,-7.2,0.31,0.215,0.518,0.475,13.4,28.6,72.7,0.226,0,0
444,2008,26.0,Minnesota Timberwolves,22.0,60.0,-6.78,103.8,111.2,-7.4,0.248,0.185,0.518,0.484,13.6,27.5,73.6,0.183,0,0
445,2008,27.0,Milwaukee Bucks,26.0,56.0,-6.89,105.3,112.8,-7.5,0.294,0.195,0.522,0.482,13.7,30.0,73.0,0.215,0,0
446,2008,28.0,Los Angeles Clippers,23.0,59.0,-7.27,101.2,109.1,-7.9,0.338,0.167,0.519,0.465,13.7,23.1,73.1,0.264,0,0
447,2008,29.0,Seattle SuperSonics,20.0,62.0,-8.76,100.5,109.5,-9.0,0.265,0.134,0.509,0.467,14.3,26.8,73.7,0.204,0,0
448,2008,30.0,Miami Heat,15.0,67.0,-8.65,100.5,110.0,-9.5,0.3,0.217,0.522,0.482,14.4,22.1,71.9,0.218,0,0
450,2009,1.0,Cleveland Cavaliers,66.0,16.0,8.93,112.4,102.4,10.0,0.312,0.259,0.56,0.519,12.5,27.7,74.6,0.236,0,3
451,2009,2.0,Boston Celtics,62.0,20.0,7.51,110.5,102.3,8.2,0.328,0.214,0.571,0.528,15.0,27.9,75.6,0.251,0,2
452,2009,3.0,Los Angeles Lakers,65.0,17.0,7.66,112.8,104.7,8.1,0.299,0.217,0.555,0.513,12.3,29.4,73.0,0.23,1,4
453,2009,4.0,Orlando Magic,59.0,23.0,6.7,109.2,101.9,7.3,0.351,0.335,0.559,0.52,13.4,24.0,75.9,0.251,0,4
454,2009,5.0,Portland Trail Blazers,54.0,28.0,5.34,113.9,107.8,6.1,0.306,0.239,0.553,0.511,12.5,32.6,75.0,0.234,0,0
455,2009,6.0,Houston Rockets,53.0,29.0,4.0,108.4,104.0,4.4,0.292,0.254,0.548,0.501,13.6,26.4,75.3,0.235,0,2
456,2009,7.0,San Antonio Spurs,54.0,28.0,3.76,108.5,104.3,4.2,0.251,0.248,0.548,0.513,11.7,22.1,78.0,0.191,0,1
